fileID,adl_code,adl_name,subject,session,original_samples,trimmed_samples,percent_removed,start_idx,end_idx
163,1,drink water,1825,4,553,354,35.98553345388788,70,423
164,1,drink water,1825,5,668,348,47.90419161676647,128,475
165,1,drink water,1975,1,337,337,0.0,0,336
166,1,drink water,1975,2,401,118,70.57356608478803,238,355
167,1,drink water,1975,3,360,350,2.7777777777777777,8,357
168,1,drink water,1975,4,390,120,69.23076923076923,260,379
169,1,drink water,1975,5,317,264,16.7192429022082,40,303
170,1,drink water,1978,1,1010,796,21.18811881188119,96,891
171,1,drink water,1978,2,546,454,16.84981684981685,0,453
172,1,drink water,1978,3,515,422,18.058252427184467,82,503
173,1,drink water,1978,4,420,408,2.857142857142857,0,407
174,1,drink water,1978,5,324,180,44.44444444444444,102,281
175,1,drink water,2045,1,740,304,58.91891891891892,258,561
176,1,drink water,2045,2,377,258,31.56498673740053,96,353
177,1,drink water,2045,3,353,222,37.110481586402265,104,325
178,1,drink water,2045,4,303,174,42.57425742574257,104,277
179,1,drink water,2045,5,580,232,60.0,290,521
180,1,drink water,2056,1,922,266,71.14967462039046,392,657
181,1,drink water,2056,2,1061,308,70.97078228086711,354,661
182,1,drink water,2056,3,1060,322,69.62264150943396,378,699
183,1,drink water,2056,4,1031,348,66.24636275460718,352,699
184,1,drink water,2056,5,1030,334,67.57281553398059,358,691
190,1,drink water,2115,1,1384,602,56.50289017341041,456,1057
191,1,drink water,2115,2,1269,616,51.457840819542945,310,925
192,1,drink water,2115,3,1333,940,29.482370592648163,122,1061
193,1,drink water,2115,4,1348,660,51.038575667655785,380,1039
194,1,drink water,2115,5,1364,544,60.117302052785924,436,979
195,1,drink water,2116,1,429,278,35.1981351981352,112,389
196,1,drink water,2116,2,532,466,12.406015037593985,28,493
197,1,drink water,2116,3,437,422,3.4324942791762014,14,435
198,1,drink water,2116,4,480,442,7.916666666666667,16,457
199,1,drink water,2116,5,580,420,27.586206896551722,132,551
200,1,drink water,2136,1,913,562,38.444687842278206,26,587
201,1,drink water,2136,2,683,530,22.40117130307467,60,589
202,1,drink water,2136,3,642,502,21.806853582554517,50,551
203,1,drink water,2136,4,620,482,22.258064516129032,78,559
204,1,drink water,2136,5,770,608,21.038961038961038,100,707
205,1,drink water,2155,1,710,646,9.014084507042254,56,701
206,1,drink water,2155,2,747,676,9.504685408299865,68,743
207,1,drink water,2155,3,655,410,37.404580152671755,16,425
208,1,drink water,2155,4,553,528,4.520795660036167,14,541
209,1,drink water,2155,5,747,668,10.575635876840696,0,667
210,1,drink water,2159,1,898,764,14.922048997772828,74,837
211,1,drink water,2159,2,894,778,12.975391498881432,52,829
212,1,drink water,2159,3,945,848,10.264550264550264,30,877
213,1,drink water,2159,4,995,892,10.35175879396985,60,951
214,1,drink water,2159,5,971,840,13.49124613800206,50,889
215,1,drink water,2160,1,552,306,44.56521739130435,210,515
216,1,drink water,2160,2,570,172,69.82456140350877,126,297
217,1,drink water,2160,3,586,426,27.303754266211605,156,581
218,1,drink water,2160,4,643,556,13.530326594090202,70,625
219,1,drink water,2160,5,634,526,17.034700315457414,70,595
220,10,take off shoe,0,1,533,270,49.34333958724203,44,313
221,10,take off shoe,0,2,858,548,36.13053613053613,76,623
222,10,take off shoe,0,3,719,538,25.17385257301808,108,645
223,10,take off shoe,0,4,942,740,21.443736730360936,16,755
224,10,take off shoe,0,5,801,566,29.33832709113608,66,631
225,10,take off shoe,1125,1,606,388,35.973597359735976,158,545
226,10,take off shoe,1125,2,606,554,8.58085808580858,10,563
227,10,take off shoe,1125,3,562,180,67.97153024911032,254,433
228,10,take off shoe,1279,1,320,320,0.0,0,319
231,10,take off shoe,1313,1,649,406,37.442218798151,70,475
232,10,take off shoe,1313,2,485,284,41.44329896907217,48,331
233,10,take off shoe,1313,3,508,268,47.24409448818898,102,369
234,10,take off shoe,1324,1,701,328,53.20970042796006,220,547
235,10,take off shoe,1324,2,530,282,46.79245283018868,156,437
236,10,take off shoe,1324,3,487,242,50.30800821355236,150,391
237,10,take off shoe,1358,1,324,182,43.82716049382716,48,229
238,10,take off shoe,1358,2,522,308,40.99616858237548,152,459
239,10,take off shoe,1358,3,433,238,45.03464203233256,112,349
240,10,take off shoe,1390,1,407,134,67.07616707616708,34,167
241,10,take off shoe,1390,2,552,196,64.4927536231884,108,303
242,10,take off shoe,1390,3,668,290,56.58682634730539,270,559
243,10,take off shoe,1396,1,181,181,0.0,0,180
244,10,take off shoe,1396,2,231,106,54.112554112554115,98,203
245,10,take off shoe,1396,3,311,204,34.40514469453376,96,299
246,10,take off shoe,1405,1,1322,690,47.806354009077154,366,1055
247,10,take off shoe,1405,2,1385,548,60.43321299638989,342,889
248,10,take off shoe,1405,3,1912,770,59.72803347280335,414,1183
249,10,take off shoe,1435,1,353,182,48.44192634560906,144,325
250,10,take off shoe,1435,2,401,236,41.14713216957606,110,345
251,10,take off shoe,1435,3,368,156,57.608695652173914,98,253
252,10,take off shoe,1453,1,353,182,48.44192634560906,144,325
253,10,take off shoe,1453,2,401,236,41.14713216957606,110,345
254,10,take off shoe,1453,3,368,156,57.608695652173914,98,253
255,10,take off shoe,1505,1,330,106,67.87878787878788,104,209
256,10,take off shoe,1505,2,240,240,0.0,0,239
257,10,take off shoe,1505,3,234,234,0.0,0,233
258,10,take off shoe,1570,1,543,368,32.22836095764273,98,465
259,10,take off shoe,1570,2,578,418,27.68166089965398,38,455
260,10,take off shoe,1570,3,564,390,30.851063829787233,56,445
261,10,take off shoe,1697,1,561,236,57.93226381461675,118,353
262,10,take off shoe,1697,2,681,408,40.08810572687225,106,513
263,10,take off shoe,1697,3,612,358,41.50326797385621,94,451
264,10,take off shoe,1735,1,455,352,22.63736263736264,10,361
265,10,take off shoe,1735,2,366,300,18.0327868852459,40,339
266,10,take off shoe,1735,3,355,168,52.67605633802817,34,201
267,10,take off shoe,1751,1,1691,884,47.72324068598463,394,1277
268,10,take off shoe,1751,2,1811,792,56.26725565985643,470,1261
269,10,take off shoe,1751,3,1742,846,51.43513203214696,516,1361
270,10,take off shoe,1777,1,480,246,48.75,224,469
271,10,take off shoe,1777,2,461,190,58.78524945770065,182,371
272,10,take off shoe,1777,3,554,258,53.42960288808664,182,439
273,10,take off shoe,1803,1,395,395,0.0,0,394
274,10,take off shoe,1803,2,516,350,32.17054263565891,88,437
275,10,take off shoe,1803,3,485,485,0.0,0,484
276,10,take off shoe,1825,1,872,584,33.027522935779814,182,765
277,10,take off shoe,1825,2,1227,918,25.183374083129586,188,1105
278,10,take off shoe,1825,3,1031,854,17.16779825412221,106,959
279,10,take off shoe,1975,1,535,212,60.373831775700936,222,433
280,10,take off shoe,1975,2,576,294,48.958333333333336,78,371
281,10,take off shoe,1975,3,569,376,33.91915641476274,34,409
282,10,take off shoe,1978,1,289,289,0.0,0,288
283,10,take off shoe,1978,2,216,216,0.0,0,215
284,10,take off shoe,1978,3,322,114,64.59627329192547,196,309
285,10,take off shoe,2045,1,275,148,46.18181818181818,40,187
286,10,take off shoe,2045,2,243,243,0.0,0,242
287,10,take off shoe,2045,3,271,104,61.62361623616236,70,173
288,10,take off shoe,2056,1,1038,378,63.58381502890173,312,689
289,10,take off shoe,2056,2,1011,402,60.23738872403561,290,691
290,10,take off shoe,2056,3,970,592,38.96907216494845,110,701
291,10,take off shoe,2097,1,448,186,58.482142857142854,40,225
292,10,take off shoe,2097,2,506,158,68.77470355731225,78,235
293,10,take off shoe,2097,3,437,142,67.50572082379863,106,247
294,10,take off shoe,2115,1,1469,648,55.88835942818244,440,1087
295,10,take off shoe,2115,2,1399,558,60.11436740528949,484,1041
296,10,take off shoe,2115,3,1292,624,51.702786377708975,362,985
297,10,take off shoe,2116,1,935,638,31.764705882352942,276,913
298,10,take off shoe,2116,2,582,306,47.422680412371136,260,565
299,10,take off shoe,2116,3,491,246,49.89816700610998,204,449
300,10,take off shoe,2136,1,511,356,30.332681017612526,16,371
301,10,take off shoe,2136,2,477,182,61.84486373165618,138,319
302,10,take off shoe,2136,3,497,200,59.758551307847085,106,305
303,10,take off shoe,2155,1,673,564,16.196136701337295,52,615
304,10,take off shoe,2155,2,623,518,16.853932584269664,60,577
305,10,take off shoe,2155,3,646,434,32.81733746130031,196,629
306,10,take off shoe,2159,1,915,490,46.44808743169399,240,729
307,10,take off shoe,2159,2,820,468,42.926829268292686,186,653
308,10,take off shoe,2159,3,822,476,42.092457420924575,224,699
309,10,take off shoe,2160,1,817,412,49.57160342717258,258,669
310,10,take off shoe,2160,2,956,612,35.98326359832636,152,763
311,10,take off shoe,2160,3,686,438,36.15160349854227,176,613
312,11,put on glasses,0,1,496,330,33.46774193548387,58,387
313,11,put on glasses,0,2,454,358,21.145374449339208,46,403
314,11,put on glasses,0,3,549,360,34.42622950819672,54,413
315,11,put on glasses,0,4,453,222,50.99337748344371,88,309
316,11,put on glasses,0,5,341,262,23.167155425219942,20,281
317,11,put on glasses,1125,1,333,234,29.72972972972973,30,263
318,11,put on glasses,1125,2,366,178,51.36612021857923,98,275
319,11,put on glasses,1125,3,416,308,25.96153846153846,6,313
320,11,put on glasses,1125,4,406,344,15.270935960591133,0,343
321,11,put on glasses,1125,5,450,312,30.666666666666668,4,315
322,11,put on glasses,1279,1,247,152,38.46153846153846,38,189
323,11,put on glasses,1279,2,225,134,40.44444444444444,18,151
324,11,put on glasses,1279,3,249,249,0.0,0,248
325,11,put on glasses,1279,4,276,276,0.0,0,275
326,11,put on glasses,1279,5,247,247,0.0,0,246
327,11,put on glasses,1313,1,343,148,56.85131195335277,28,175
328,11,put on glasses,1313,2,435,150,65.51724137931035,52,201
329,11,put on glasses,1313,3,353,144,59.20679886685552,70,213
330,11,put on glasses,1313,4,340,190,44.11764705882353,20,209
331,11,put on glasses,1313,5,365,160,56.16438356164384,32,191
332,11,put on glasses,1324,1,578,364,37.0242214532872,132,495
333,11,put on glasses,1324,2,607,378,37.72652388797364,134,511
334,11,put on glasses,1324,3,571,304,46.760070052539405,188,491
335,11,put on glasses,1324,4,577,362,37.26169844020797,124,485
336,11,put on glasses,1324,5,533,358,32.833020637898684,120,477
337,11,put on glasses,1358,1,142,142,0.0,0,141
338,11,put on glasses,1358,2,242,102,57.85123966942149,90,191
339,11,put on glasses,1358,3,211,211,0.0,0,210
340,11,put on glasses,1358,4,218,136,37.61467889908257,82,217
341,11,put on glasses,1358,5,203,170,16.25615763546798,32,201
342,11,put on glasses,1390,1,536,262,51.11940298507463,164,425
343,11,put on glasses,1390,2,526,336,36.12167300380228,122,457
344,11,put on glasses,1390,3,408,270,33.8235294117647,80,349
345,11,put on glasses,1390,4,444,306,31.08108108108108,14,319
346,11,put on glasses,1390,5,476,270,43.27731092436975,92,361
347,11,put on glasses,1396,1,194,194,0.0,0,193
348,11,put on glasses,1396,2,250,184,26.4,0,183
349,11,put on glasses,1396,3,223,223,0.0,0,222
350,11,put on glasses,1396,4,272,194,28.676470588235293,20,213
351,11,put on glasses,1396,5,338,318,5.9171597633136095,18,335
352,11,put on glasses,1405,1,2259,1560,30.942895086321382,396,1955
353,11,put on glasses,1405,2,1045,350,66.50717703349282,398,747
354,11,put on glasses,1405,3,1224,776,36.60130718954248,446,1221
355,11,put on glasses,1405,4,1421,1130,20.47853624208304,284,1413
356,11,put on glasses,1405,5,1339,1270,5.1530993278566095,48,1317
357,11,put on glasses,1435,1,189,104,44.973544973544975,42,145
358,11,put on glasses,1435,2,222,218,1.8018018018018018,4,221
359,11,put on glasses,1435,3,159,159,0.0,0,158
360,11,put on glasses,1435,4,204,110,46.07843137254902,36,145
361,11,put on glasses,1435,5,160,160,0.0,0,159
362,11,put on glasses,1453,1,189,104,44.973544973544975,42,145
363,11,put on glasses,1453,2,222,218,1.8018018018018018,4,221
364,11,put on glasses,1453,3,159,159,0.0,0,158
365,11,put on glasses,1453,4,204,110,46.07843137254902,36,145
366,11,put on glasses,1453,5,160,160,0.0,0,159
367,11,put on glasses,1505,1,282,282,0.0,0,281
368,11,put on glasses,1505,2,249,249,0.0,0,248
369,11,put on glasses,1505,3,239,194,18.828451882845187,44,237
370,11,put on glasses,1505,4,215,215,0.0,0,214
371,11,put on glasses,1505,5,284,228,19.718309859154928,38,265
372,11,put on glasses,1570,1,387,258,33.333333333333336,12,269
373,11,put on glasses,1570,2,288,260,9.722222222222221,8,267
374,11,put on glasses,1570,3,308,258,16.233766233766232,14,271
375,11,put on glasses,1570,4,285,285,0.0,0,284
376,11,put on glasses,1570,5,335,196,41.492537313432834,38,233
377,11,put on glasses,1697,1,452,270,40.26548672566372,112,381
378,11,put on glasses,1697,2,386,262,32.12435233160622,56,317
379,11,put on glasses,1697,3,485,342,29.484536082474225,74,415
380,11,put on glasses,1697,4,429,318,25.874125874125873,44,361
381,11,put on glasses,1697,5,440,314,28.636363636363637,70,383
382,11,put on glasses,1735,1,280,262,6.428571428571429,18,279
383,11,put on glasses,1735,2,359,202,43.73259052924791,14,215
384,11,put on glasses,1735,3,274,110,59.85401459854015,4,113
385,11,put on glasses,1735,4,277,124,55.234657039711195,36,159
386,11,put on glasses,1735,5,247,247,0.0,0,246
387,11,put on glasses,1751,1,1232,508,58.76623376623377,436,943
388,11,put on glasses,1751,2,1237,486,60.71139854486661,478,963
389,11,put on glasses,1751,3,1032,368,64.34108527131782,460,827
390,11,put on glasses,1751,4,1443,782,45.807345807345804,510,1291
391,11,put on glasses,1751,5,1573,1254,20.27972027972028,10,1263
392,11,put on glasses,1777,1,344,276,19.767441860465116,20,295
393,11,put on glasses,1777,2,341,248,27.272727272727273,92,339
394,11,put on glasses,1777,3,349,278,20.34383954154728,42,319
395,11,put on glasses,1777,4,298,264,11.409395973154362,34,297
396,11,put on glasses,1777,5,346,244,29.479768786127167,76,319
397,11,put on glasses,1803,1,204,102,50.0,40,141
398,11,put on glasses,1803,2,247,142,42.51012145748988,50,191
399,11,put on glasses,1803,3,277,204,26.353790613718413,0,203
400,11,put on glasses,1803,4,151,151,0.0,0,150
401,11,put on glasses,1803,5,162,162,0.0,0,161
402,11,put on glasses,1825,1,603,394,34.660033167495854,102,495
403,11,put on glasses,1825,2,736,430,41.57608695652174,196,625
404,11,put on glasses,1825,3,766,544,28.98172323759791,52,595
405,11,put on glasses,1825,4,845,682,19.28994082840237,92,773
406,11,put on glasses,1825,5,881,614,30.306469920544835,86,699
407,11,put on glasses,1975,1,184,184,0.0,0,183
408,11,put on glasses,1975,2,196,196,0.0,0,195
409,11,put on glasses,1975,3,205,205,0.0,0,204
410,11,put on glasses,1975,4,203,203,0.0,0,202
411,11,put on glasses,1975,5,184,184,0.0,0,183
412,11,put on glasses,1978,1,185,185,0.0,0,184
413,11,put on glasses,1978,2,201,201,0.0,0,200
414,11,put on glasses,1978,3,230,230,0.0,0,229
415,11,put on glasses,1978,4,163,163,0.0,0,162
416,11,put on glasses,1978,5,208,172,17.307692307692307,34,205
417,11,put on glasses,2045,1,365,365,0.0,0,364
418,11,put on glasses,2045,2,424,298,29.71698113207547,108,405
419,11,put on glasses,2045,3,275,275,0.0,0,274
420,11,put on glasses,2045,4,335,236,29.55223880597015,98,333
421,11,put on glasses,2045,5,267,156,41.57303370786517,110,265
422,11,put on glasses,2056,1,907,278,69.34950385887541,330,607
423,11,put on glasses,2056,2,883,350,60.362400906002264,230,579
424,11,put on glasses,2056,3,882,310,64.85260770975057,290,599
425,11,put on glasses,2056,4,904,456,49.557522123893804,74,529
426,11,put on glasses,2056,5,858,284,66.8997668997669,320,603
427,11,put on glasses,2097,1,335,158,52.83582089552239,132,289
428,11,put on glasses,2097,2,284,146,48.59154929577465,90,235
429,11,put on glasses,2097,3,398,222,44.221105527638194,20,241
430,11,put on glasses,2097,4,280,226,19.285714285714285,52,277
431,11,put on glasses,2097,5,300,196,34.666666666666664,68,263
432,11,put on glasses,2115,1,1382,452,67.29377713458756,510,961
433,11,put on glasses,2115,2,1348,674,50.0,180,853
434,11,put on glasses,2115,3,1472,948,35.59782608695652,4,951
435,11,put on glasses,2115,4,1304,410,68.55828220858896,448,857
436,11,put on glasses,2115,5,1302,810,37.78801843317972,442,1251
437,11,put on glasses,2116,1,496,354,28.629032258064516,68,421
438,11,put on glasses,2116,2,403,272,32.50620347394541,96,367
439,11,put on glasses,2116,3,345,286,17.10144927536232,48,333
440,11,put on glasses,2116,4,406,378,6.896551724137931,20,397
441,11,put on glasses,2116,5,294,208,29.25170068027211,80,287
442,11,put on glasses,2136,1,387,236,39.01808785529716,62,297
443,11,put on glasses,2136,2,393,338,13.994910941475826,42,379
444,11,put on glasses,2136,3,385,344,10.64935064935065,40,383
445,11,put on glasses,2136,4,320,116,63.75,22,137
446,11,put on glasses,2136,5,460,346,24.782608695652176,102,447
447,11,put on glasses,2155,1,199,199,0.0,0,198
448,11,put on glasses,2155,2,175,175,0.0,0,174
449,11,put on glasses,2155,3,159,159,0.0,0,158
450,11,put on glasses,2155,4,276,276,0.0,0,275
451,11,put on glasses,2155,5,241,241,0.0,0,240
452,11,put on glasses,2159,1,735,438,40.40816326530612,46,483
453,11,put on glasses,2159,2,538,434,19.33085501858736,46,479
454,11,put on glasses,2159,3,593,420,29.17369308600337,82,501
455,11,put on glasses,2159,4,612,454,25.81699346405229,36,489
456,11,put on glasses,2159,5,659,466,29.28679817905918,32,497
457,11,put on glasses,2160,1,352,266,24.431818181818183,58,323
458,11,put on glasses,2160,2,321,250,22.118380062305295,38,287
459,11,put on glasses,2160,3,381,314,17.58530183727034,32,345
460,11,put on glasses,2160,4,224,172,23.214285714285715,44,215
461,11,put on glasses,2160,5,297,296,0.3367003367003367,0,295
462,12,take off glasses,0,1,507,198,60.946745562130175,70,267
463,12,take off glasses,0,2,475,374,21.263157894736842,14,387
464,12,take off glasses,0,3,433,222,48.729792147806,84,305
465,12,take off glasses,0,4,474,334,29.535864978902953,20,353
466,12,take off glasses,0,5,541,292,46.02587800369686,70,361
467,12,take off glasses,1125,1,305,248,18.688524590163933,2,249
468,12,take off glasses,1125,2,366,138,62.295081967213115,162,299
469,12,take off glasses,1125,3,290,118,59.310344827586206,116,233
470,12,take off glasses,1125,4,307,246,19.86970684039088,2,247
471,12,take off glasses,1125,5,345,266,22.89855072463768,24,289
472,12,take off glasses,1279,1,255,255,0.0,0,254
473,12,take off glasses,1279,2,247,198,19.838056680161944,0,197
474,12,take off glasses,1279,3,238,140,41.1764705882353,48,187
475,12,take off glasses,1279,4,259,152,41.31274131274131,52,203
476,12,take off glasses,1279,5,301,301,0.0,0,300
477,12,take off glasses,1313,1,350,136,61.142857142857146,100,235
478,12,take off glasses,1313,2,309,168,45.63106796116505,14,181
479,12,take off glasses,1313,3,446,152,65.91928251121077,56,207
480,12,take off glasses,1313,4,308,166,46.103896103896105,38,203
481,12,take off glasses,1313,5,399,188,52.88220551378446,42,229
482,12,take off glasses,1324,1,539,268,50.278293135435995,182,449
483,12,take off glasses,1324,2,484,282,41.735537190082646,86,367
484,12,take off glasses,1324,3,492,304,38.21138211382114,134,437
485,12,take off glasses,1324,4,478,240,49.7907949790795,114,353
486,12,take off glasses,1324,5,504,338,32.93650793650794,110,447
487,12,take off glasses,1358,1,235,190,19.148936170212767,34,223
488,12,take off glasses,1358,2,214,164,23.364485981308412,50,213
489,12,take off glasses,1358,3,204,204,0.0,0,203
490,12,take off glasses,1358,4,257,208,19.06614785992218,36,243
491,12,take off glasses,1358,5,231,108,53.246753246753244,108,215
492,12,take off glasses,1390,1,496,222,55.24193548387097,60,281
493,12,take off glasses,1390,2,372,188,49.46236559139785,22,209
494,12,take off glasses,1390,3,330,132,60.0,34,165
495,12,take off glasses,1390,4,342,342,0.0,0,341
496,12,take off glasses,1390,5,307,142,53.74592833876221,20,161
497,12,take off glasses,1396,1,162,162,0.0,0,161
498,12,take off glasses,1396,2,163,163,0.0,0,162
499,12,take off glasses,1396,3,134,134,0.0,0,133
500,12,take off glasses,1396,4,137,137,0.0,0,136
501,12,take off glasses,1396,5,147,147,0.0,0,146
502,12,take off glasses,1405,1,1247,752,39.695268644747394,60,811
503,12,take off glasses,1405,2,1375,1112,19.12727272727273,258,1369
504,12,take off glasses,1405,3,1237,394,68.14874696847211,504,897
505,12,take off glasses,1405,4,1277,1030,19.342208300704776,128,1157
506,12,take off glasses,1405,5,1319,418,68.30932524639879,444,861
507,12,take off glasses,1435,1,243,146,39.91769547325103,80,225
508,12,take off glasses,1435,2,224,224,0.0,0,223
509,12,take off glasses,1435,3,202,130,35.64356435643565,54,183
510,12,take off glasses,1435,4,227,186,18.061674008810574,28,213
511,12,take off glasses,1435,5,263,196,25.475285171102662,46,241
512,12,take off glasses,1453,1,243,146,39.91769547325103,80,225
513,12,take off glasses,1453,2,224,224,0.0,0,223
514,12,take off glasses,1453,3,202,130,35.64356435643565,54,183
515,12,take off glasses,1453,4,227,186,18.061674008810574,28,213
516,12,take off glasses,1453,5,263,196,25.475285171102662,46,241
517,12,take off glasses,1505,1,276,156,43.47826086956522,112,267
518,12,take off glasses,1505,2,441,300,31.972789115646258,42,341
519,12,take off glasses,1505,3,203,130,35.960591133004925,72,201
520,12,take off glasses,1505,4,232,232,0.0,0,231
521,12,take off glasses,1505,5,226,226,0.0,0,225
522,12,take off glasses,1570,1,251,251,0.0,0,250
523,12,take off glasses,1570,2,383,232,39.425587467362924,18,249
524,12,take off glasses,1570,3,295,295,0.0,0,294
525,12,take off glasses,1570,4,275,178,35.27272727272727,42,219
526,12,take off glasses,1570,5,235,162,31.06382978723404,26,187
527,12,take off glasses,1697,1,383,312,18.5378590078329,0,311
528,12,take off glasses,1697,2,481,330,31.39293139293139,24,353
529,12,take off glasses,1697,3,459,306,33.333333333333336,72,377
530,12,take off glasses,1697,4,456,306,32.89473684210526,88,393
531,12,take off glasses,1697,5,426,302,29.107981220657276,64,365
532,12,take off glasses,1735,1,200,200,0.0,0,199
533,12,take off glasses,1735,2,200,200,0.0,0,199
534,12,take off glasses,1735,3,214,124,42.05607476635514,90,213
535,12,take off glasses,1735,4,418,300,28.229665071770334,48,347
536,12,take off glasses,1735,5,211,211,0.0,0,210
537,12,take off glasses,1751,1,1454,642,55.84594222833562,476,1117
538,12,take off glasses,1751,2,1391,630,54.70884255930985,512,1141
539,12,take off glasses,1751,3,1370,526,61.605839416058394,346,871
540,12,take off glasses,1751,4,1140,714,37.36842105263158,112,825
